example_id,conversation_id,customer_tweet_id,customer_text,available_context,expected_intent,expected_action,expected_reason,difficulty,source_type,annotator_notes
GS_116,1466124,1466124,"Help, @applesupport!!!",No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,context_dependent,Manually verified heuristics.
GS_117,2013187,2013187,@AppleSupport I️ ?????,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,context_dependent,Manually verified heuristics.
GS_118,2422443,2422442,@AppleSupport Thankyou @AppleSupport,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,context_dependent,Manually verified heuristics.
GS_119,2278513,2278512,@AppleSupport others,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,context_dependent,Manually verified heuristics.
GS_120,1405967,1405967,@AppleSupport #iosissue #applebeta #iphone,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,context_dependent,Manually verified heuristics.
GS_121,1954867,1954859,@AppleSupport Pc with iTunes,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,context_dependent,Manually verified heuristics.
GS_122,1232549,1232548,@AppleSupport There is not.,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,context_dependent,Manually verified heuristics.
GS_123,2888462,2888461,@AppleSupport Tried them both!,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,context_dependent,Manually verified heuristics.
GS_124,520288,520287,@AppleSupport Thanks dude!,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,context_dependent,Manually verified heuristics.
GS_125,263446,263445,@AppleSupport 11.0.02.,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,context_dependent,Manually verified heuristics.
GS_126,352168,352168,"@AppleSupport Try to open ESPN app on my apple tvs 4th generation and 4k It won't open. Click on app, Wheel spins, goes back to app screen.",No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_127,176034,176034,@AppleSupport I received my iPhone X a few days ago and notice the speaker cracking at high volume during video and music. Will this be fixed with a software update or?,No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_128,481857,481857,hey why does my phone say its charging when i click the power button but wont turn on ??? @115858 @AppleSupport also the charging port smells burnt,No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_129,959712,959712,@AppleSupport @115858 mi lap se bloqueó porque alguien intentó entrar a mi cuenta. Tengo que pagar $3mil pesos y llevar el ticket de compra de hace 6 años... es en serio?! Pago porque alguien quiso hackearme y tengo que guardar un ticket por años?!,No Context,account_security_activation,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_130,2787919,2787919,@AppleSupport hey my mom (84) has forgot her password on iCloud and the email address she has registered for I forgot is not available since she switched providers. Is there a number and route Tj reset over the phone in Ireland 🇮🇪 tnx,No Context,account_security_activation,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_131,2714138,2714138,"@AppleSupport SO i just got an iphone 8 plus recently and the screen went black, can you guys please explain why my NEW phone is acting crazy?",No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_132,1133188,1133187,"@AppleSupport Yes Touch ID. IPhone 6 ,6s ,7 Having 10.3.2 and 11.0.3 as well.",No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_133,1013098,1013098,@AppleSupport so why is my less than a month old iPhone 8+ having screen issues when I’ve never dropped it or hit it on anything 🙃 https://t.co/0e1H33npsA,No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_134,2633173,2633173,"I updated to iOS 11 and now my lock screen shows in demon colors before normal colors, someone help 😭",No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_135,771691,771691,"@115858 not happy just got my iMac back from repair, authorised dealer. Screen damaged grrrrr",No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_136,1615871,1615869,"@AppleSupport The screen is cracked on the top, top left corner and the side of the button on the right",No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_137,1789297,1789297,@AppleSupport bug with the music app on the iPhone 6s Plus iOS 11.0.3 Even though there is music playing the lock screen doesn’t show it https://t.co/ci6S0P67kp,No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_138,1195187,1195187,"@AppleSupport ios11.03 required 3 battery charges today on my 6s. Voicemail is glitchy, touch screen is slow to respond When’s the fix?",No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_139,1598236,1598236,@AppleSupport what's my iCloud password again? I always forget.,No Context,account_security_activation,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_140,2110975,2110975,@AppleSupport I have the iPhone X. The OLED screen is awful. Just the slightest slant results in significant blue tint. Can it be fixed?,No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_141,1860569,1860569,@115858 @AppleSupport can you please fix the software issues causing my touch screen to go in and out??,No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_142,2627820,2627819,"@AppleSupport A couple of days ago, iCloud account among other internet account are asking me for my password. validation process says ""an unknown error occurred"". The screenshot is on the post (by khaiman)",No Context,account_security_activation,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_143,699584,699584,"Got the 8 plus, 2 days ago &amp; dropped it once on sand &amp; the screen cracks... wtf @115858",No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_144,1002314,1002314,@AppleSupport this is a screenshot from iMessage. I am missing the space bar. Are you aware of this problem? Should I open a bug report? https://t.co/RfUKpKIELC,No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_145,2247017,2247017,@AppleSupport I have iOS 11.1.1. Horrible update as you know. How Can I get my phone back to pre update operation? This latest update causes screen delays. Screen captured photos stay in bottom left corner. The list goes on and on.,No Context,hardware_damage_repair,ESCALATE,Policy requires human verification or physical inspection.,Medium,escalation_sensitive,Manually verified heuristics.
GS_146,2287412,2287410,@AppleSupport https://t.co/NQ8oRnSEp8,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_147,2024289,2024289,@AppleSupport https://t.co/qFrD2D8IlE,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_148,2507371,2507370,@AppleSupport https://t.co/bMRF5s9FjX,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_149,2347688,2347687,@AppleSupport https://t.co/v9WyYGrLOP,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_150,778874,778874,@AppleSupport https://t.co/L0AIM81e3K,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_151,945535,945534,@AppleSupport https://t.co/a8tGYJlCxO,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_152,784103,784102,@AppleSupport https://t.co/1UxKoZACQh,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_153,2899038,2899037,@AppleSupport https://t.co/0kPz3WqgZr,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_154,1794181,1794180,@AppleSupport https://t.co/TLAJXJNZqR,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_155,2448321,2448320,@AppleSupport https://t.co/1vePzLGDFB,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_156,704507,704507,@AppleSupport https://t.co/qMx4s0MqZW,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_157,1761158,1761158,@116333 @143288 https://t.co/i7tpy2PfIY,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_158,1474562,1474562,@116333 https://t.co/lFedMqBL9g,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_159,1708481,1708477,@517714 @AppleSupport https://t.co/jiMoMUxlBr,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_160,560392,560391,@AppleSupport https://t.co/wJw5cwxnTJ,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_161,1605093,1605093,@AppleSupport https://t.co/5dwDgRvML7,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_162,1774234,1774234,@AppleSupport https://t.co/rSgkltgaAh,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_163,2496361,2496360,@AppleSupport https://t.co/mjudpWjoZW,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_164,902821,902816,@AppleSupport https://t.co/2ASV8aVlGC,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_165,1648391,1648391,@115858 @AppleSupport https://t.co/QY2M6Nowm3,No Context,other_unclear_context_dependent,ESCALATE,Insufficient context to auto-handle safely.,Medium,low_information,Manually verified heuristics.
GS_166,294908,294900,@AppleSupport I was like planning to pre-order iphone-X but these issues are making me re-think over my decision,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_167,2619732,2619732,"@AppleSupport If I cancel my iPhone order so that I can pick one up at the Apple Store, is it effectively immediately?",No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_168,1162091,1162091,Is my Apple Music the only one tripping.. songs not adding to library or playlists.. playlist outta order! @AppleSupport @115948,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_169,1872171,1872168,@AppleSupport I have to restart my phone in order for the speaker to work.,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_170,1363303,1363303,@AppleSupport Ordered X using app store. Was given resv #. Had Nov 3 delivery when placed. Now its 2 wks later. Nov 3 should be honored.,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_171,1766729,1766728,"@AppleSupport Just can't pre-order iPhone X from any stores in Japan. I've tried everyday 6 am since 11/4. Is there something wrong w/z ur system? When it's time to select the pickup time, it tells me that there's no more X in this store.",No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_172,1337320,1337318,"@AppleSupport Yes. I received it this morning. There was still a problem; I wanted in-store pick up, but it’s showing a delivery date 📦🤷🏾‍♂️ @AppleSupport",No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_173,2058301,2058301,3 weeks after preorder and my iPhone 8 STILL isn’t here. Is this @AppleSupport issue or @115725 Spring Hill issue?,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_174,2025878,2025878,@118101 @AppleSupport ordered my phone a year ago and it’s playing up since the update. Can it be fixed/replaced because it’s almost unusable,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_175,1989914,1989913,"@AppleSupport order in the album, but when I got to re-download them, they just don’t show up. It’s impossible to re-download them. Please help. (2/2)",No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_176,2143262,2143262,So @115948 is acting WONKY. I’ve made playlists and they’re not coming up &amp; they’re out of order when I send them. What’s up @AppleSupport !?,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_177,1761235,1761235,@AppleSupport how long do my order will still stuck in progress?,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_178,92807,92806,"@AppleSupport Pleas look at order W578459521, your customer support is abysmal in this matter. Clearly the device has been lost somewhere with the courier",No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_179,2941910,2941910,yesterday a bunch of my photos went out of order and i was like wtf but this IS NOT FUCKING COOL @115858 @AppleSupport,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_180,2300973,2300973,.@AppleSupport How do I download my preorders?? 🤔 When I go to email and click download it acts like I need $$ on my Apple account when I already paid!,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_181,1405514,1405514,@AppleSupport App crashed when preordered iphoneX and phone is waiting but didn't get reservation #. Phone support hung up on me!,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_182,1336351,1336351,"Also @115858, might be helpful to have a chat and phone lines that work for help in ordering. #iphoneX",No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_183,1530040,1530040,@115858 is the WORST company for shipping. Delayed my iPhone X after a confirmed delivery for today. 2 years in a row this has happened.,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_184,2241937,2241937,"@115858 @AppleSupport hello, please need someone to contact me with regards order W479352851 ASAP. thks",No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_185,1641248,1641248,@115858 needs to fix these synching issues and not being able to reorder songs in a playlist. None of this happened before why now?,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_186,2282217,2282217,Sure wish I could listen to that #reputation album that I preordered. Still waiting on a response @AppleSupport you’re the fucking worst!🖕🏻 https://t.co/Cw1hdHZ2tp,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_187,1291168,1291168,"@AppleSupport just had an email too say Iv ordered an app for $49.99, to cancel its asking for my details and bank details! I definitely never ordered this not sure if this is legit or not? https://t.co/3Qad0GUMWF",No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_188,35977,1205023,@AppleSupport I purchase in from China appstore. I've try to contact china apple support but they need to enter a China phone number in-order to arrange a call back (which I dont have). And Malaysia apple support's number redirect me to apple website again ... I'm really lost,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_189,889097,889097,"Dear @AppleSupport, Your new updates continuously cause my phone to freeze up. I know you’re doing this to push everyone to buy the iPhone 8 &amp; X. I already ordered mine so can you leave me out of this mess until I have to chance go get my new phone pls. Tnx.",No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_190,2676017,2676017,"@AppleSupport if I pre-order an iPhone X at full price $999 of T-mobile,would it be fac unlocked? Will be using iphone in an Asian country.",No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_191,2286926,2286925,@AppleSupport the issue is that the songs of these albums are not in the correct order and it happens completely random,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_192,794601,794600,@AppleSupport Just fix the software in that way that the user doesn’t have to reset all settings or erase the phone in order to get a phone that works!,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_193,2432878,2432878,"Hey guys, hey @115858, I just blew $35 on this 2 m charging cord. Last week. This is the third time. If you are going to charge me $35 plus shipping for a charger for my $1,000 phone, can you maybe. Not. Produce. Garbage. So I can continue to be a dedicated customer maybe? 🙄",No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_194,700141,700141,@134682 where is MY DELIVERY??? SCAM! Letting @115858 know ur CO scams them as well. No delivery. Will cx order with Apple BC of You!,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_195,249329,249329,"@AppleSupport having issues tracking my order, keep getting “something went wrong with your request” message.",No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_196,1468405,1468402,@AppleSupport Already deleted-downloaded-rinse repeat 3 times. Those 2 purchased songs don’t appear in my “Not on this device” but aren’t on the device.,No Context,other_unclear_context_dependent,ESCALATE,"Unclear intent or rant, requires human clarification.",Medium,normal,Manually verified heuristics.
GS_197,2266192,2266192,@115858 it’s incredibly annoying to get notifications to buy more cloud space without an option to ignore - would be a lot cooler if you asked a question to see if I️ care about buying more data,No Context,other_unclear_context_dependent,ESCALATE,"Unclear intent or rant, requires human clarification.",Medium,normal,Manually verified heuristics.
GS_198,2516006,2516006,So I tried deleting and re-downloading songs from a preorder because they downloaded like two separate albums. Now I can’t download the songs. Help? @118721 @115858 @21639 https://t.co/4gs8kwneUP,No Context,order_delivery_inquiry,ESCALATE,Policy requires human verification or physical inspection.,Medium,rare,Manually verified heuristics.
GS_199,647334,647334,@115858 Not happy with your new software update. Some things are better- but although hate calling - I'm feeling like a pest,No Context,software_system_issue,AUTO_HANDLE,Standard technical issue with known troubleshooting steps.,Medium,normal,Manually verified heuristics.
