id,customer_message,expected_intent,predicted_intent,intent_correct,expected_action,predicted_action,action_correct,intent_confidence,top_similarity,top3_similarity,top5_similarity,evidence_count,evidence_ids,draft_reply,action_reason,grounding_flags,provider_used,model_used,fallback_used,fallback_reason,severity,severity_confidence,severity_reason,system_status,agent_version
GS_041,Fix my keyboard! You got me looking dumb in my emails 😡 @AppleSupport,keyboard_text_input_issue,keyboard_text_input_issue,1,AUTO_HANDLE,AUTO_HANDLE,1,0.96,0.8584197163581848,0.848717212677002,0.8419615387916565,5,"['1642555', '1641242', '1733842', '1978937', '63220']","We’re sorry you’re having trouble with your keyboard. Could you let us know exactly what’s happening, which device you’re using, and the iOS/macOS version it’s running? That’ll help us get to the bottom of it.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_042,@AppleSupport Hey Apple. Where are our phones doing this when we type “I️” https://t.co/iqCsqqfvZq,keyboard_text_input_issue,keyboard_text_input_issue,1,AUTO_HANDLE,AUTO_HANDLE,1,0.96,0.8291002511978149,0.8242124120394388,0.8193814277648925,5,"['2039785', '2147721', '1734394', '1645137', '2138929']",We’re aware of the issue where typing “I” shows an unexpected character. A temporary workaround is available until a future iOS update resolves it. Please follow the steps in this guide: https://t.co/xXaXeeSRt9.,Confidence and evidence quality are sufficient.,['URL not in evidence: https://t.co/xxaxeesrt9.'],groq,openai/gpt-oss-120b,False,,,,,,
GS_043,"@115858 needs to fix the problem with the letter ""I"" when one tries to type it.",keyboard_text_input_issue,keyboard_text_input_issue,1,AUTO_HANDLE,AUTO_HANDLE,1,0.97,0.9519407749176025,0.948479155699412,0.9440372109413147,5,"['1677805', '2142329', '2021452', '1751398', '1654976']",We’re aware of the problem you’re seeing when typing the letter “I”. A temporary workaround is available until a future software update resolves the issue: https://t.co/xXaXeeSRt9,Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_044,"@AppleSupport Pandora was playing, then suddenly the apple logo appeared and Pandora stopped and a few seconds later I had to type in my passcode to unlock the phone. I found all my open apps backgrounded but I had to forground Pandora and it started playing again.",keyboard_text_input_issue,software_system_issue,0,AUTO_HANDLE,AUTO_HANDLE,1,0.92,0.7620522379875183,0.745194137096405,0.7342671632766724,5,"['2488585', '538642', '915240', '898600', '2271721']","Hi @AppleSupport,

Thanks for reaching out. To help us pinpoint why Pandora pauses when the lock screen appears, could you let us know:

1. **iOS version** – you can find this in **Settings > General > About**.  
2. **Low Power Mode** – is it enabled when this happens? (Settings > Battery).  

While we wait for that info, please try the following:

- **Update iOS** to the latest version (Settings > General > Software Update).  
- **Update Pandora** in the App Store (tap your profile icon → Updates).  
- **Restart** your iPhone (press and hold the side button + volume up, then slide to power off, wait a few seconds, and turn it back on).  

If the issue continues after checking the version, disabling Low Power Mode, and ensuring both iOS and Pandora are up‑to‑date, let us know and we’ll investigate further.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_045,@AppleSupport why is I­t­ everytime I️ type the letter “I️” I­t­ shoes up with an A and a question mark? I️ can’t do lowercase I️ either.,keyboard_text_input_issue,keyboard_text_input_issue,1,AUTO_HANDLE,AUTO_HANDLE,1,0.97,0.8809841275215149,0.8756483395894369,0.8711083173751831,5,"['1476447', '1618260', '2282219', '1618278', '37656']","We’re aware that the “I” key can sometimes appear as an A or a question‑mark. Could you let us know which iOS version your device is running? Updating to the latest iOS release often resolves this issue, and we can provide additional steps once we have that information.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_046,"Update on my autocorrect: it either changes a word that doesn’t need changing to a word that doesn’t make sense, doesn’t change a word that does need changing, or just randomly capitalizes stuff. I’m not buying the X, @115858, you can give me back my functionality now.",keyboard_text_input_issue,keyboard_text_input_issue,1,AUTO_HANDLE,AUTO_HANDLE,1,0.97,0.66219562292099,0.6526841123898824,0.6407533526420593,5,"['2321428', '2705796', '2890679', '2615285', '1632365']","Hi @115858,

I’m sorry you’re experiencing these autocorrect problems. To help us pinpoint the issue, could you please:

1. Share a screenshot showing the incorrect autocorrections, and  
2. Let us know which iOS version your device is running (Settings → General → About).

With that information we can investigate further and get your keyboard working correctly again.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_047,@AppleSupport 11.1 which has been causing many glitches on my phone between apps/internet connection &amp; keyboard,keyboard_text_input_issue,software_system_issue,0,AUTO_HANDLE,AUTO_HANDLE,1,0.92,0.8177116513252258,0.800264298915863,0.793683123588562,5,"['633805', '1234108', '659505', '2287901', '1085267']","We’re sorry you’re experiencing glitches. Could you let us know which iPhone model you’re using and confirm whether you’re running the latest iOS update (iOS 11.1.1 or newer)? Updating to the newest version often resolves issues with app switching, internet connectivity, and the keyboard. If you’re already on the latest release, we’ll be happy to investigate further.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_048,@AppleSupport i just take my neighbor Wifi https://t.co/pnJMworFpQ,network_connectivity,network_connectivity,1,AUTO_HANDLE,AUTO_HANDLE,1,0.7,0.8243951201438904,0.810142993927002,0.798704731464386,5,"['807404', '415478', '1780281', '2545483', '916936']",@AppleSupport Could you share the iOS version you’re running (Settings ▶ General ▶ About) and let us know if the problem happens on any other Wi‑Fi network? That information will help us troubleshoot further.,Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_049,@115858 ever since my phone updated itself my WiFi barely ever works &amp; even trying to use my data doesn’t work pls stop this bs,network_connectivity,network_connectivity,1,AUTO_HANDLE,AUTO_HANDLE,1,0.97,0.8472867012023926,0.8229880531628927,0.8130078434944152,5,"['2615317', '1581415', '2709982', '40481', '1702006']","We’re here to help. Could you let us know which iOS version you’re running (Settings > General > About) and whether the issue occurs with all Wi‑Fi networks or just a specific one? Also, does cellular data work for any apps or is it completely unavailable? With that information we can guide you through the next steps.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_050,"@AppleSupport Nope! And I tried to reboot the Bluetooth settings, the connection’s settings, and even the phone itself...and nothing happen!",network_connectivity,network_connectivity,1,AUTO_HANDLE,AUTO_HANDLE,1,0.96,0.7875257134437561,0.7790201306343079,0.765050208568573,5,"['559029', '1338885', '1214510', '1761053', '2484295']","Hi @AppleSupport,

I’m sorry you’re still having trouble with Bluetooth. To help us pinpoint the issue, could you let us know:

1. Which iPhone model you’re using and the iOS version it’s running.  
2. Whether the accessory you’re trying to connect (e.g., headphones, car kit) is also running the latest firmware.  

In the meantime, please try these steps:

1. **Update iOS** – go to **Settings > General > Software Update** and install any available update.  
2. **Reset Network Settings** – **Settings > General > Reset > Reset Network Settings** (this won’t delete your data but will clear Wi‑Fi and Bluetooth configurations).  
3. After the reset, restart the iPhone, then try pairing the Bluetooth device again.

If the problem persists after these steps, let us know the details above and we’ll investigate further.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_051,@AppleSupport Disconnecting from Bluetooth at random. But it’s only for split second but then it does it again and again.,network_connectivity,network_connectivity,1,AUTO_HANDLE,AUTO_HANDLE,1,0.97,0.8322245478630066,0.8026571472485861,0.7904073596000671,5,"['441085', '2751115', '1001225', '187958', '176010']","Hi @AppleSupport, I’m sorry you’re experiencing those brief Bluetooth drop‑outs. Could you let me know which device you’re seeing this on (iPhone, iPad, Mac, etc.)?  

In the meantime, you can try these quick steps:

1. **Toggle Bluetooth** – Open **Settings > Bluetooth**, turn it off, wait a few seconds, then turn it back on.  
2. **Restart the device** – Power it off, wait a moment, then turn it back on.  
3. **Check for software updates** – Go to **Settings > General > Software Update** and install any available update, as newer releases often include Bluetooth stability fixes.  

If the issue persists after trying these, please let me know the device model and iOS/macOS version you’re using so I can provide more targeted assistance.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_052,"@AppleSupport Thanks for the 11.0.3 update that drains my battery, turns my cellular data off and numerous other issues. I am going Droid",network_connectivity,battery_power_issue,0,AUTO_HANDLE,AUTO_HANDLE,1,0.86,0.7848507165908813,0.7812254826227824,0.7765921115875244,5,"['1795316', '936908', '435794', '2207024', '2266753']",Thanks for letting us know—sorry you’re experiencing battery drain and other problems after the 11.0.3 update. Could you share which iPhone model you’re using and confirm the iOS version that’s installed now? Once we have that information we can walk you through the best steps to get things back to normal.,Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_053,"@AppleSupport Hi @AppleSupport I’m running a 6 on iOS 11.1.2. It’s been the best phone I’ve ever owned, but since the upgrade to iOS 11 it will randomly drop Bluetooth connections and then immediately reconnect. Never used to do it before - it was rock steady.",network_connectivity,network_connectivity,1,AUTO_HANDLE,AUTO_HANDLE,1,0.97,0.8303932547569275,0.8226386109987894,0.8096315145492554,5,"['1752105', '644976', '187958', '1989779', '853006']","Hi @AppleSupport, we’d like to help! Could you let us know the exact iOS version your iPhone 6 is running (you can check under Settings ▶ General ▶ About ▶ Version)? Also, please try restarting the device to see if the Bluetooth stability improves. Once we have that information we can suggest the next steps.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_054,"@115858 I have 6. I updated IOS 11. But now cell started searching Wifi network, i turned it off manytimes yet it gets auto On? It drains battery.",network_connectivity,network_connectivity,1,AUTO_HANDLE,AUTO_HANDLE,1,0.86,0.7243822813034058,0.7230410575866699,0.7194707274436951,5,"['486089', '2845694', '441059', '1133150', '825139']","Hi @115858, we can help with that. In iOS 11 the Wi‑Fi button in Control Center only disconnects you temporarily – the Wi‑Fi radio will turn back on automatically, which can affect battery life. To keep Wi‑Fi off, open **Settings → Wi‑Fi** and toggle it off there (or disable “Ask to Join Networks” in the same screen). For more details, see Apple’s guide: https://t.co/vzVz37YMv0. Let us know if you need any further assistance.",Confidence and evidence quality are sufficient.,['URL not in evidence: https://t.co/vzvz37ymv0.'],groq,openai/gpt-oss-120b,False,,,,,,
GS_055,@AppleSupport 11.1 update broke my wifi it's greyed out i've been waiting on live chat for over 30 minutes..,network_connectivity,network_connectivity,1,AUTO_HANDLE,AUTO_HANDLE,1,0.96,0.78373122215271,0.7558379570643107,0.7481448650360107,5,"['1083356', '761919', '620232', '2647147', '997787']","Hi @AppleSupport, I’m sorry you’re experiencing this after the 11.1 update. Could you let me know which device you’re using (iPhone, iPad, or Mac) and the exact model? That will help us pinpoint the issue and guide you through the next steps (such as restarting the device or resetting network settings). Thanks!",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_056,"@115858 this new update is shit. WiFi turning on by its self, no more turning auto brightness off? It’s draining my battery!! Wtf apple.",network_connectivity,battery_power_issue,0,AUTO_HANDLE,AUTO_HANDLE,1,0.78,0.771262526512146,0.7618383963902792,0.7555053114891053,5,"['2894166', '238480', '1641310', '1858641', '1181731']","Hi @115858, I’m sorry you’re dealing with these issues.  

**Wi‑Fi:** In the latest iOS release the Wi‑Fi toggle in Control Center works a bit differently, which can cause it to turn on automatically. You can see the details here: https://t.co/lrKPzAFWlA and adjust the setting to your preference.  

**Auto‑brightness:** To turn it off, open **Settings → General → Accessibility → Display Accommodations** and toggle **Auto‑Brightness** off.  

If the battery is still draining quickly, could you let us know which iOS version you have installed? That will help us pinpoint the cause and find a solution.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_057,@115714 @sprintcare @AppleSupport NO service going on on my iPhone 7+ won’t load any apps or safari,network_connectivity,network_connectivity,1,AUTO_HANDLE,AUTO_HANDLE,1,0.78,0.7450913786888123,0.7412147919336954,0.7319032311439514,5,"['873900', '2659', '2863539', '1539995', '2304043']","We want to help get your iPhone 7 Plus back online. Please try the following steps:

1. **Airplane Mode** – Make sure it’s off, then toggle the Cellular switch off and on again.  
2. **Restart** – Power the device off, wait a few seconds, then turn it back on.  
3. **Carrier Settings** – Go to **Settings > General > About**; if an update is available you’ll be prompted to install it.  
4. **Reset Network Settings** – **Settings > General > Reset > Reset Network Settings** (you’ll need to reconnect to Wi‑Fi afterward).  
5. **iOS Version** – Check which iOS version you’re running (Settings > General > About) and let us know.

If the problem persists after these steps, please reply with the iOS version you see and any error messages you’re getting, and we’ll continue troubleshooting.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_058,@115858 your iOS update is terrible. Made bluetooth everything ridiculously slow. Not happy.,network_connectivity,software_system_issue,0,AUTO_HANDLE,AUTO_HANDLE,1,0.86,0.8672214150428772,0.8524284164110819,0.8473235011100769,5,"['2410125', '1593930', '321400', '268724', '1391566']","Hi @115858, I’m sorry you’re experiencing slow Bluetooth after the update. Could you let us know which iOS version your iPhone is running (Settings → General → About) and share a bit more about what’s happening (e.g., which Bluetooth devices are affected, any error messages, etc.)? Also, have you already tried restarting the phone or resetting Network Settings? That information will help us pinpoint the issue and find a solution.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_059,Also @115858 my iPhone 7+ isn't connecting to wifi. I'm having to use my iPhone 6 because it won't work. Ever since I updated to iOS 11,network_connectivity,network_connectivity,1,AUTO_HANDLE,AUTO_HANDLE,1,0.97,0.7871592044830322,0.7755867640177408,0.7691519856452942,5,"['282818', '1272412', '143531', '792163', '453954']","Hi @115858,

I’m sorry you’re having trouble connecting your iPhone 7 Plus to Wi‑Fi after updating to iOS 11. Could you let me know:

1. Are you unable to join **any** Wi‑Fi network, or just a specific one?  
2. What happens when you try to connect (e.g., password prompt, error message, immediate disconnect)?  
3. Which iOS version is installed? You can check under **Settings > General > About > Version**.

With those details I can guide you through the next steps.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_060,"So, the WiFi on my iPhone keeps turning itself back on every time I turn it off? Wish I’d never installed the new update @AppleSupport 🙈",network_connectivity,network_connectivity,1,AUTO_HANDLE,AUTO_HANDLE,1,0.96,0.8606334924697876,0.855478048324585,0.8516345024108887,5,"['410538', '233947', '255579', '440800', '1170839']","Hi there!  

In iOS 11 and later the Wi‑Fi button in Control Center only disconnects you temporarily – the radio turns back on automatically after a short time. If you want Wi‑Fi to stay off, you need to disable it from **Settings → Wi‑Fi** (tap the switch at the top) rather than using Control Center.

You can read more about how the Wi‑Fi toggle works here: https://t.co/G7BHuQnDS6  

Let me know if that helps or if you need any further assistance!",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_061,"Hey, @115858, if you ever decide to fix the Unicode I️ problem, you could also fix the other feature nobody asked for: the ability to turn on WiFi &amp; Bluetooth from a quick menu without the ability to turn them off completely from same menu",network_connectivity,feature_inquiry_how_to,0,AUTO_HANDLE,AUTO_HANDLE,1,0.7,0.6110346913337708,0.5779058138529459,0.5648187279701233,5,"['1690534', '1957955', '255122', '2347644', '2119405']","Hi @115858,

Thanks for sharing your thoughts.  

**Unicode “I️” issue** – You can use the temporary workaround outlined here until a future software update resolves it: https://t.co/xXaXeeSRt9  

**Wi‑Fi & Bluetooth controls** – We appreciate the suggestion. Please let us know more about your experience through our feedback page: https://t.co/oWzjJxkvlC  

We hope this helps, and we’ll keep an eye on your feedback.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_062,@AppleSupport There might be a bug or flaw in iPhone X and Bluetooth. Keeps disconnecting from my car if not streaming sound from iPhone (ie if the phone is connected but listening to radio...disconnects from car after a minute or so). It’s highly distracting while driving,network_connectivity,network_connectivity,1,AUTO_HANDLE,AUTO_HANDLE,1,0.96,0.7978227138519287,0.7609686454137167,0.7352530717849731,5,"['2977305', '2552292', '564029', '1557833', '1961429']","Hi @AppleSupport, I’m sorry you’re experiencing this Bluetooth drop‑out while driving. To help us pinpoint the issue, could you let us know:

1. Which iOS version your iPhone X is running.  
2. Whether the problem occurs only with your car’s system or with other Bluetooth accessories as well.  

In the meantime, please try these steps:

* **Restart** your iPhone and your car’s infotainment system.  
* **Forget** the car’s Bluetooth entry on the iPhone (Settings → Bluetooth → tap the “i” next to the car name → Forget This Device), then **re‑pair** it.  
* If the issue persists, **reset network settings** (Settings → General → Transfer or Reset iPhone → Reset → Reset Network Settings).  

You can follow the detailed re‑pairing guide here: https://t.co/I9TW6hr6YS  

Once we have the iOS version and any additional details, we can suggest the next steps. Thank you!",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_063,@AppleSupport I tried doing them one at a time and all together but it’s still not working. I tried both Wi-Fi and cellular,network_connectivity,network_connectivity,1,AUTO_HANDLE,AUTO_HANDLE,1,0.96,0.7957940697669983,0.7555676698684692,0.7424160957336425,5,"['865890', '2667185', '2371184', '333281', '1780281']","Thanks for letting us know you’ve tried both Wi‑Fi and cellular. Could you please restart your device and then try downloading a different song or album? Also, when you open **Settings > Wi‑Fi**, do you see a recommendation under your network name? Let us know what you see and whether the new download works.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_064,@AppleSupport my App Store is wacky . I can’t update my apps or download any.,app_store_media_services,app_store_media_services,1,AUTO_HANDLE,AUTO_HANDLE,1,0.97,0.9156883955001831,0.907900353272756,0.8997118353843689,5,"['2179341', '2482126', '1768805', '2122467', '1028545']","We’re sorry you’re having trouble with the App Store. Could you let us know which device you’re using and what you see when you try to download or update an app? Also, please try restarting the device and tell us if the issue remains.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_065,@AppleSupport all my purchased music That was explicit became clean. But the Apple Music songs remained the same.,app_store_media_services,app_store_media_services,1,AUTO_HANDLE,AUTO_HANDLE,1,0.96,0.7675776481628418,0.727796216805776,0.7056452035903931,5,"['2520758', '287469', '2897712', '2410379', '1068820']","Hi @AppleSupport,

Thanks for reaching out. It sounds like the explicit versions of your purchased tracks are being filtered. Please check the following setting:

1. Open **Settings** → **Screen Time** (or **General** → **Restrictions** on older iOS).  
2. Tap **Content & Privacy Restrictions** → **Content Restrictions**.  
3. Under **Music, Podcasts & News**, make sure **Explicit** is set to **Allow**.

If the setting is already set to Allow, let us know and we can investigate further. Also, could you confirm whether you’re currently an Apple Music subscriber? That will help us narrow down the cause.

We appreciate your patience and look forward to getting this resolved.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_074,@AppleSupport I bought apple music and now I can't add/delete my itunes music folders onto my iphone. What's the deal?,app_store_media_services,app_store_media_services,1,AUTO_HANDLE,AUTO_HANDLE,1,0.96,0.7500603199005127,0.7447262008984884,0.7391598701477051,5,"['145243', '118024', '2838628', '109066', '2676485']","Hi @AppleSupport,

When Apple Music (iCloud Music Library/Sync Library) is turned on, any songs you add in iTunes are automatically synced to your iPhone through iCloud. That’s why you can’t manually add or delete folders via iTunes.

If you prefer to manage your music manually:

1. Open **Settings** on your iPhone.  
2. Tap **Music** → **Sync Library** (or **iCloud Music Library**) and toggle it **off**.  
3. Connect your iPhone to your computer, open **iTunes/Finder**, and sync the folders you want.

After the sync, you can re‑enable Sync Library if you’d like to use iCloud syncing again.

Could you let us know which iPhone model and iOS version you’re using? That will help us confirm the steps are correct for your device.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_087,Is it possible to blow a speaker in an iPhone? @AppleSupport need some help,feature_inquiry_how_to,hardware_damage_repair,0,AUTO_HANDLE,ESCALATE,0,0.78,0.5679575800895691,0.5565141042073568,0.5421506762504578,5,"['2358576', '339979', '810823', '2341888', '1852174']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (hardware_damage_repair) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_093,@AppleSupport I got a question is there something wrong with ft rn and if so how do I fix it,feature_inquiry_how_to,feature_inquiry_how_to,1,AUTO_HANDLE,ESCALATE,0,0.65,0.7371331453323364,0.6695533394813538,0.6512101054191589,5,"['1301899', '126396', '857561', '1246408', '1893961']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,Intent confidence (0.65) below threshold (0.7).,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_096,@AppleSupport But it’s intermittent,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.96,0.8795039653778076,0.8752559026082357,0.8714513063430787,5,"['2144072', '2112813', '2751460', '873903', '2311368']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_098,@AppleSupport 6 giant,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.92,0.8244802951812744,0.8244802951812744,0.8244802951812744,5,"['399344', '2266160', '2210767', '1545929', '1136304']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_101,@AppleSupport No. One device.,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.88,0.8684055805206299,0.837919274965922,0.8207714080810546,5,"['177825', '2312131', '1331983', '2355104', '935865']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_103,@115858 fix I️,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.92,0.981622040271759,0.977141797542572,0.9762457489967347,5,"['459589', '2358737', '2284098', '2149141', '2141652']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_106,@AppleSupport Perfect example https://t.co/gRvgRFNNlo,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.96,0.8978502750396729,0.8959973653157552,0.8919618010520936,5,"['1628846', '302655', '1573681', '2855318', '148123']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_108,"@AppleSupport iPhone 7, ios11.0.2",other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.92,0.9930514097213745,0.967268168926239,0.9614756226539611,5,"['2647116', '1155542', '2747340', '1616721', '1192226']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_111,@AppleSupport Fix **,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.96,0.9798520803451538,0.9669766624768575,0.9603279113769532,5,"['2962869', '1745986', '1591503', '2207545', '2684314']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_113,@AppleSupport 10.2.1 i think...,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.88,0.9375823140144348,0.9342893958091736,0.9323563694953918,5,"['1425157', '2746160', '1659263', '708626', '633953']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_116,"Help, @applesupport!!!",other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.96,0.9727816581726074,0.9701251983642578,0.9658377885818481,5,"['459555', '1337290', '2371249', '1202019', '2440858']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_118,@AppleSupport Thankyou @AppleSupport,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.97,0.9626451730728149,0.9403964877128601,0.930815589427948,5,"['1644622', '1649083', '721786', '2869660', '1571707']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_119,@AppleSupport others,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.97,1.0,0.9717435439427694,0.9644779562950134,5,"['2686609', '2734378', '541127', '53572', '560428']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_120,@AppleSupport #iosissue #applebeta #iphone,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.88,0.8563753962516785,0.8563753962516785,0.8513248324394226,5,"['2622667', '1584679', '1167796', '2481449', '939168']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_122,@AppleSupport There is not.,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.96,0.9498448371887207,0.9273064732551575,0.9195013761520385,5,"['2585641', '517126', '1261311', '1025600', '252871']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_124,@AppleSupport Thanks dude!,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.98,0.9506748914718628,0.9447490771611532,0.9435639142990112,5,"['1576463', '1697342', '1684336', '1659135', '1605581']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_127,@AppleSupport I received my iPhone X a few days ago and notice the speaker cracking at high volume during video and music. Will this be fixed with a software update or?,hardware_damage_repair,hardware_damage_repair,1,ESCALATE,ESCALATE,1,0.96,0.8013612031936646,0.7947427829106649,0.7786969423294068,5,"['283217', '2834373', '2295556', '2427337', '2341888']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (hardware_damage_repair) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_128,hey why does my phone say its charging when i click the power button but wont turn on ??? @115858 @AppleSupport also the charging port smells burnt,hardware_damage_repair,hardware_damage_repair,1,ESCALATE,ESCALATE,1,0.86,0.7486995458602905,0.732681413491567,0.7276357293128968,5,"['506583', '1738824', '613167', '325887', '1201136']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (hardware_damage_repair) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_131,"@AppleSupport SO i just got an iphone 8 plus recently and the screen went black, can you guys please explain why my NEW phone is acting crazy?",hardware_damage_repair,hardware_damage_repair,1,ESCALATE,ESCALATE,1,0.78,0.7461392283439636,0.7384595274925232,0.729545283317566,5,"['87187', '565908', '612853', '2728213', '955071']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (hardware_damage_repair) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
